Período;ARS;Hospital;Localização Geográfica;DCI;Grupo Hospital;Valor Biossimilar;Valor Não Biossimilar;Quota Biossimilar
2021-08;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Filgrastim;Grupo B;20.0;0.0;100.0
2021-08;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Infliximab;Grupo B;20.0;26.0;43.47826086956522
2021-08;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Infliximab;Grupo B;80.0;0.0;100.0
2021-08;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Rituximab;Grupo B;4.0;0.0;100.0
2021-08;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984,-8.4802503;Trastuzumab;Grupo B;0.0;10.0;0.0
2021-08;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Trastuzumab;Grupo B;40.0;4.0;90.9090909090909
2021-08;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Trastuzumab;Grupo B;21.0;0.0;100.0
2021-08;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;Adalimumab;Grupo C;0.0;188.0;0.0
2021-08;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Adalimumab;Grupo C;40.0;464.0;7.936507936507936
2021-08;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Bevacizumab;Grupo C;10.0;8.0;55.55555555555556
2021-08;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Bevacizumab;Grupo C;20.0;17.0;54.054054054054056
2021-08;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Bevacizumab;Grupo C;30.0;20.0;60.0
2021-08;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123,-7.8721227;Bevacizumab;Grupo C;15.0;20.0;42.857142857142854
2021-08;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Enoxaparina sódica;Grupo C;9942.0;0.0;100.0
2021-08;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Enoxaparina sódica;Grupo C;6846.0;0.0;100.0
2021-08;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Enoxaparina sódica;Grupo C;0.0;6216.0;0.0
2021-08;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565,-8.992398;Enoxaparina sódica;Grupo C;3306.0;1260.0;72.40473061760841
2021-08;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Enoxaparina sódica;Grupo C;636.0;0.0;100.0
2021-08;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Epoetina;Grupo C;0.0;1350.0;0.0
2021-08;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Epoetina;Grupo C;22.0;0.0;100.0
2021-08;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Epoetina;Grupo C;0.0;684.0;0.0
2021-08;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Etanercept;Grupo C;368.0;124.0;74.79674796747967
2021-08;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Etanercept;Grupo C;0.0;164.0;0.0
2021-08;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Filgrastim;Grupo C;370.0;0.0;100.0
2021-08;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Infliximab;Grupo C;212.0;0.0;100.0
2021-08;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Infliximab;Grupo C;12.0;9.0;57.14285714285714
2021-08;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Infliximab;Grupo C;800.0;12.0;98.52216748768473
2021-08;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Infliximab;Grupo C;210.0;10.0;95.45454545454545
2021-08;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Rituximab;Grupo C;35.0;0.0;100.0
2021-08;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Rituximab;Grupo C;20.0;0.0;100.0
2021-08;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Rituximab;Grupo C;40.0;20.0;66.66666666666666
2021-08;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Somatropina;Grupo C;30.0;21.0;58.82352941176471
2021-08;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Trastuzumab;Grupo C;150.0;8.0;94.9367088607595
2021-08;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Enoxaparina sódica;Grupo D;1980.0;0.0;100.0
2021-08;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Enoxaparina sódica;Grupo D;12042.0;0.0;100.0
2021-08;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Epoetina;Grupo D;400.0;1140.0;25.97402597402597
2021-08;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Epoetina;Grupo D;0.0;1530.0;0.0
2021-08;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Epoetina;Grupo D;0.0;2366.0;0.0
2021-08;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Epoetina;Grupo D;90.0;1614.0;5.28169014084507
2021-08;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Etanercept;Grupo D;228.0;60.0;79.16666666666666
2021-08;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Infliximab;Grupo D;650.0;0.0;100.0
2021-08;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Rituximab;Grupo D;94.0;0.0;100.0
2021-08;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Somatropina;Grupo D;178.0;15.0;92.2279792746114
2021-08;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Trastuzumab;Grupo D;30.0;50.0;37.5
2021-08;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Trastuzumab;Grupo D;20.0;10.0;66.66666666666666
2021-08;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Trastuzumab;Grupo D;60.0;0.0;100.0
2021-08;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Trastuzumab;Grupo D;50.0;0.0;100.0
2021-08;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Adalimumab;Grupo E;0.0;774.0;0.0
2021-08;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Adalimumab;Grupo E;180.0;760.0;19.148936170212767
2021-08;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Adalimumab;Grupo E;170.0;1190.0;12.5
2021-08;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Bevacizumab;Grupo E;125.0;90.0;58.139534883720934
2021-08;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Bevacizumab;Grupo E;120.0;90.0;57.14285714285714
2021-08;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Enoxaparina sódica;Grupo E;16902.0;0.0;100.0
2021-08;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Enoxaparina sódica;Grupo E;8472.0;0.0;100.0
2021-08;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Etanercept;Grupo E;800.0;72.0;91.74311926605505
2021-08;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Etanercept;Grupo E;760.0;688.0;52.48618784530387
2021-08;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Etanercept;Grupo E;800.0;44.0;94.7867298578199
2021-08;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Filgrastim;Grupo E;2000.0;0.0;100.0
2021-08;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Rituximab;Grupo E;141.0;20.0;87.5776397515528
2021-08;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Rituximab;Grupo E;80.0;0.0;100.0
2021-08;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Somatropina;Grupo E;42.0;81.0;34.146341463414636
2021-08;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Trastuzumab;Grupo E;0.0;140.0;0.0
2021-08;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Enoxaparina sódica;Grupo F;600.0;0.0;100.0
2021-08;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Enoxaparina sódica;Grupo F;5100.0;0.0;100.0
2021-08;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Epoetina;Grupo F;480.0;0.0;100.0
2021-08;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Filgrastim;Grupo F;250.0;0.0;100.0
2021-08;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Rituximab;Grupo F;130.0;86.0;60.18518518518518
2021-09;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Adalimumab;Grupo B;20.0;120.0;14.285714285714285
2021-09;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984,-8.4802503;Enoxaparina sódica;Grupo B;4200.0;0.0;100.0
2021-09;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Etanercept;Grupo B;308.0;84.0;78.57142857142857
2021-09;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Infliximab;Grupo B;0.0;2.0;0.0
2021-09;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Trastuzumab;Grupo B;8.0;0.0;100.0
2021-09;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Adalimumab;Grupo C;20.0;400.0;4.761904761904762
2021-09;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Adalimumab;Grupo C;350.0;60.0;85.36585365853658
2021-09;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Adalimumab;Grupo C;190.0;54.0;77.8688524590164
2021-09;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Bevacizumab;Grupo C;21.0;10.0;67.74193548387096
2021-09;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Bevacizumab;Grupo C;16.0;16.0;50.0
2021-09;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Enoxaparina sódica;Grupo C;10968.0;30.0;99.72722313147845
2021-09;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565,-8.992398;Enoxaparina sódica;Grupo C;5112.0;600.0;89.49579831932773
2021-09;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Enoxaparina sódica;Grupo C;4800.0;0.0;100.0
2021-09;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Epoetina;Grupo C;0.0;654.0;0.0
2021-09;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Etanercept;Grupo C;0.0;32.0;0.0
2021-09;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Etanercept;Grupo C;128.0;24.0;84.21052631578947
2021-09;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Filgrastim;Grupo C;100.0;0.0;100.0
2021-09;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Infliximab;Grupo C;6.0;0.0;100.0
2021-09;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;Rituximab;Grupo C;5.0;0.0;100.0
2021-09;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Rituximab;Grupo C;15.0;11.0;57.692307692307686
2021-09;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Rituximab;Grupo C;3.0;0.0;100.0
2021-09;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Trastuzumab;Grupo C;3.0;1.0;75.0
2021-09;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Trastuzumab;Grupo C;4.0;40.0;9.090909090909092
2021-09;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Trastuzumab;Grupo C;0.0;6.0;0.0
2021-09;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Adalimumab;Grupo D;608.0;10.0;98.38187702265373
2021-09;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Adalimumab;Grupo D;120.0;100.0;54.54545454545454
2021-09;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Bevacizumab;Grupo D;0.0;70.0;0.0
2021-09;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Bevacizumab;Grupo D;168.0;10.0;94.3820224719101
2021-09;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Bevacizumab;Grupo D;90.0;0.0;100.0
2021-09;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Enoxaparina sódica;Grupo D;10800.0;0.0;100.0
2021-09;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Enoxaparina sódica;Grupo D;5142.0;0.0;100.0
2021-09;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Enoxaparina sódica;Grupo D;10830.0;0.0;100.0
2021-09;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Epoetina;Grupo D;0.0;870.0;0.0
2021-09;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Etanercept;Grupo D;120.0;400.0;23.076923076923077
2021-09;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Filgrastim;Grupo D;30.0;0.0;100.0
2021-09;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Rituximab;Grupo D;120.0;20.0;85.71428571428571
2021-09;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Rituximab;Grupo D;80.0;0.0;100.0
2021-09;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Somatropina;Grupo D;50.0;21.0;70.4225352112676
2021-09;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Adalimumab;Grupo E;170.0;1000.0;14.529914529914532
2021-09;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Bevacizumab;Grupo E;260.0;50.0;83.87096774193549
2021-09;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Bevacizumab;Grupo E;110.0;50.0;68.75
2021-09;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Enoxaparina sódica;Grupo E;13890.0;0.0;100.0
2021-09;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Enoxaparina sódica;Grupo E;12846.0;0.0;100.0
2021-09;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Epoetina;Grupo E;0.0;1512.0;0.0
2021-09;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Epoetina;Grupo E;996.0;354.0;73.77777777777777
2021-09;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Epoetina;Grupo E;0.0;140.0;0.0
2021-09;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Etanercept;Grupo E;368.0;192.0;65.71428571428571
2021-09;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Etanercept;Grupo E;480.0;744.0;39.21568627450981
2021-09;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Filgrastim;Grupo E;2070.0;0.0;100.0
2021-09;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Filgrastim;Grupo E;650.0;0.0;100.0
2021-09;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Infliximab;Grupo E;250.0;40.0;86.20689655172413
2021-09;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Infliximab;Grupo E;1380.0;480.0;74.19354838709677
2021-09;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Infliximab;Grupo E;1800.0;40.0;97.82608695652173
2021-09;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Infliximab;Grupo E;300.0;473.0;38.809831824062094
2021-09;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Rituximab;Grupo E;118.0;62.0;65.55555555555556
2021-09;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Rituximab;Grupo E;156.0;12.0;92.85714285714286
2021-09;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Somatropina;Grupo E;50.0;35.0;58.82352941176471
2021-09;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Somatropina;Grupo E;165.0;45.0;78.57142857142857
2021-09;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Trastuzumab;Grupo E;140.0;0.0;100.0
2021-09;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Bevacizumab;Grupo F;110.0;19.0;85.27131782945736
2021-09;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Enoxaparina sódica;Grupo F;5400.0;0.0;100.0
2021-09;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Rituximab;Grupo F;50.0;40.0;55.55555555555556
2021-09;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Rituximab;Grupo F;100.0;150.0;40.0
2021-09;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Somatropina;Grupo F;0.0;10.0;0.0
2021-09;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Trastuzumab;Grupo F;190.0;163.0;53.82436260623229
2021-09;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Trastuzumab;Grupo F;260.0;1290.0;16.7741935483871
2021-10;Centro;Hospital Arcebispo Joao Crisostomo - Cantanhede;40.3470015,-8.5933462;Enoxaparina sódica;Grupo A;600.0;0.0;100.0
2021-10;Norte;Centro Hospitalar Povoa de Varzim / Vila do Conde;41.3828711,-8.7589945;Adalimumab;Grupo B;46.0;0.0;100.0
2021-10;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Bevacizumab;Grupo B;20.0;0.0;100.0
2021-10;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532,-6.7888197;Epoetina;Grupo B;0.0;1056.0;0.0
2021-10;Norte;Centro Hospitalar Povoa de Varzim / Vila do Conde;41.3828711,-8.7589945;Etanercept;Grupo B;12.0;0.0;100.0
2021-10;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Etanercept;Grupo B;12.0;24.0;33.33333333333333
2021-10;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Etanercept;Grupo B;-100.0;0.0;0.0
2021-10;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Filgrastim;Grupo B;50.0;0.0;100.0
2021-10;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Infliximab;Grupo B;3.0;0.0;100.0
2021-10;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Rituximab;Grupo B;7.0;1.0;87.5
2021-10;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Trastuzumab;Grupo B;0.0;2.0;0.0
2021-10;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Trastuzumab;Grupo B;15.0;0.0;100.0
2021-10;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Trastuzumab;Grupo B;60.0;9.0;86.95652173913044
2021-10;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;Adalimumab;Grupo C;0.0;180.0;0.0
2021-10;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Adalimumab;Grupo C;0.0;155.0;0.0
2021-10;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Adalimumab;Grupo C;20.0;440.0;4.3478260869565215
2021-10;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Adalimumab;Grupo C;80.0;348.0;18.69158878504673
2021-10;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Bevacizumab;Grupo C;0.0;30.0;0.0
2021-10;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Bevacizumab;Grupo C;56.0;0.0;100.0
2021-10;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Bevacizumab;Grupo C;40.0;4.0;90.9090909090909
2021-10;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Bevacizumab;Grupo C;0.0;25.0;0.0
2021-10;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Enoxaparina sódica;Grupo C;8790.0;0.0;100.0
2021-10;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Enoxaparina sódica;Grupo C;6840.0;240.0;96.61016949152543
2021-10;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Enoxaparina sódica;Grupo C;5592.0;0.0;100.0
2021-10;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123,-7.8721227;Enoxaparina sódica;Grupo C;1020.0;0.0;100.0
2021-10;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Epoetina;Grupo C;408.0;960.0;29.82456140350877
2021-10;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Epoetina;Grupo C;12.0;0.0;100.0
2021-10;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Epoetina;Grupo C;60.0;0.0;100.0
2021-10;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Epoetina;Grupo C;0.0;516.0;0.0
2021-10;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Etanercept;Grupo C;20.0;96.0;17.24137931034483
2021-10;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Etanercept;Grupo C;48.0;20.0;70.58823529411765
2021-10;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Filgrastim;Grupo C;120.0;0.0;100.0
2021-10;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Infliximab;Grupo C;110.0;0.0;100.0
2021-10;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Infliximab;Grupo C;242.0;0.0;100.0
2021-10;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565,-8.992398;Infliximab;Grupo C;55.0;50.0;52.38095238095239
2021-10;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Infliximab;Grupo C;4.0;0.0;100.0
2021-10;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Rituximab;Grupo C;20.0;10.0;66.66666666666666
2021-10;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Somatropina;Grupo C;30.0;10.0;75.0
2021-10;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Somatropina;Grupo C;0.0;40.0;0.0
2021-10;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Trastuzumab;Grupo C;8.0;40.0;16.666666666666664
2021-10;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Trastuzumab;Grupo C;0.0;8.0;0.0
2021-10;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Trastuzumab;Grupo C;43.0;90.0;32.33082706766917
2021-10;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Trastuzumab;Grupo C;6.0;50.0;10.714285714285714
2021-10;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Trastuzumab;Grupo C;110.0;57.0;65.86826347305389
2021-10;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Bevacizumab;Grupo D;30.0;0.0;100.0
2021-10;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Bevacizumab;Grupo D;60.0;0.0;100.0
2021-10;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Enoxaparina sódica;Grupo D;14100.0;0.0;100.0
2021-10;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Epoetina;Grupo D;0.0;914.0;0.0
2021-10;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Epoetina;Grupo D;0.0;2078.0;0.0
2021-10;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Etanercept;Grupo D;120.0;60.0;66.66666666666666
2021-10;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Etanercept;Grupo D;0.0;284.0;0.0
