Período,Região,Grupo Terapêutico,Encargos SNS (Ambulatório)
2014-10,Alentejo,Medicamentos antineoplásicos e imunomoduladores,30611.31
2014-10,Norte,Medicamentos antineoplásicos e imunomoduladores,307229.91000000003
2014-10,Centro,Medicamentos usados em afecções cutâneas,234601.98
2014-10,Alentejo,Medicamentos usados em afecções oculares,106666.41
2014-10,Lisboa,Medicamentos usados em afecções oculares,970883.0
2014-10,Alentejo,Medicamentos usados no tratamento de intoxicações,4300.64
2014-10,Algarve,Medicamentos usados no tratamento de intoxicações,3910.65
2014-10,Norte,Medicamentos usados no tratamento de intoxicações,1291.21
2014-10,Norte,Nutrição e metabolismo,11716.0
2014-10,Alentejo,Sangue,238153.09
2014-10,Lisboa,Sangue,2017156.99
2014-10,Alentejo,Vacinas e imunoglobulinas,19824.12
2014-11,Lisboa,Aparelho cardiovascular,7711965.379999999
2014-11,Algarve,Aparelho digestivo,104350.0
2014-11,Norte,Aparelho digestivo,984116.88
2014-11,Alentejo,Aparelho respiratório,263940.62
2014-11,Algarve,Correctivos da volémia e das alterações electrolíticas,124.97
2014-11,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6816076.509999999
2014-11,Norte,Medicação antialérgica,139799.32
2014-11,Lisboa,Medicamentos anti-infecciosos,1433418.73
2014-11,Lisboa,Medicamentos usados em afecções oculares,895970.0800000001
2014-11,Norte,Medicamentos usados em afecções otorrinolaringológicas,99145.41
2014-11,Alentejo,Nutrição e metabolismo,1635.78
2014-11,Algarve,Nutrição e metabolismo,1618.07
2014-11,Algarve,Sangue,194017.14
2014-11,Lisboa,Sistema nervoso central,8043088.809999999
2014-11,Centro,Vacinas e imunoglobulinas,65246.57
2014-11,Lisboa,Vacinas e imunoglobulinas,108301.83
2014-12,Alentejo,Aparelho cardiovascular,1259161.2100000002
2014-12,Algarve,Aparelho cardiovascular,951553.3899999999
2014-12,Lisboa,Aparelho cardiovascular,8252893.29
2014-12,Alentejo,Aparelho digestivo,137622.14
2014-12,Alentejo,Aparelho geniturinário,99922.65
2014-12,Algarve,Aparelho geniturinário,87254.21
2014-12,Lisboa,Aparelho geniturinário,631199.0700000001
2014-12,Norte,Aparelho geniturinário,613531.49
2014-12,Alentejo,Aparelho locomotor,202082.66999999998
2014-12,Algarve,Aparelho locomotor,187180.47999999998
2014-12,Algarve,Correctivos da volémia e das alterações electrolíticas,133.94
2014-12,Algarve,Medicação antialérgica,17972.18
2014-12,Centro,Medicação antialérgica,109640.61
2014-12,Lisboa,Medicação antialérgica,208617.37
2014-12,Norte,Medicação antialérgica,159286.72
2014-12,Centro,Medicamentos antineoplásicos e imunomoduladores,183049.61
2014-12,Norte,Medicamentos antineoplásicos e imunomoduladores,280590.61
2014-12,Algarve,Medicamentos usados em afecções oculares,75694.43000000001
2014-12,Norte,Medicamentos usados em afecções oculares,644189.91
2014-12,Algarve,Medicamentos usados no tratamento de intoxicações,3796.84
2014-12,Norte,Medicamentos usados no tratamento de intoxicações,1530.46
2014-12,Lisboa,Nutrição e metabolismo,15874.55
2014-12,Centro,Sistema nervoso central,5787196.6899999995
2014-12,Centro,Vacinas e imunoglobulinas,31566.66
2015-01,Centro,Aparelho digestivo,688260.16
2015-01,Alentejo,Aparelho geniturinário,95566.28
2015-01,Norte,Aparelho locomotor,1548979.85
2015-01,Norte,Aparelho respiratório,2865318.62
2015-01,Algarve,Correctivos da volémia e das alterações electrolíticas,161.49
2015-01,Algarve,Medicação antialérgica,22864.44
2015-01,Alentejo,Medicamentos anti-infecciosos,221812.07
2015-01,Alentejo,Medicamentos antineoplásicos e imunomoduladores,29712.48
2015-01,Alentejo,Medicamentos usados em afecções cutâneas,26398.5
2015-01,Centro,Medicamentos usados no tratamento de intoxicações,22984.34
2015-01,Centro,Sangue,1666453.99
2015-01,Norte,Sistema nervoso central,6480806.72
2015-02,Alentejo,Aparelho geniturinário,90900.4
2015-02,Algarve,Aparelho geniturinário,77268.86
2015-02,Alentejo,Aparelho respiratório,291818.97
2015-02,Lisboa,Correctivos da volémia e das alterações electrolíticas,3616.71
2015-02,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,755813.71
2015-02,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5083096.69
2015-02,Alentejo,Medicação antialérgica,29358.1
2015-02,Lisboa,Medicação antialérgica,234000.36
2015-02,Alentejo,Medicamentos anti-infecciosos,200432.34
2015-02,Alentejo,Medicamentos usados em afecções oculares,95007.21
2015-02,Lisboa,Medicamentos usados em afecções oculares,857064.8
2015-02,Alentejo,Sistema nervoso central,1066697.97
2015-02,Norte,Sistema nervoso central,6041031.05
2015-02,Norte,Vacinas e imunoglobulinas,21639.7
2015-03,Lisboa,Aparelho cardiovascular,8099745.33
2015-03,Alentejo,Aparelho geniturinário,98823.1
2015-03,Lisboa,Aparelho geniturinário,629347.78
2015-03,Centro,Aparelho locomotor,1265697.26
2015-03,Lisboa,Aparelho locomotor,1653965.54
2015-03,Norte,Aparelho locomotor,1545181.24
2015-03,Algarve,Correctivos da volémia e das alterações electrolíticas,168.04
2015-03,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,839565.03
2015-03,Alentejo,Medicamentos antineoplásicos e imunomoduladores,33212.64
2015-03,Centro,Medicamentos antineoplásicos e imunomoduladores,175520.93
2015-03,Centro,Medicamentos usados em afecções oculares,656340.62
2015-03,Norte,Medicamentos usados em afecções oculares,659862.24
2015-03,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,12897.24
2015-03,Alentejo,Medicamentos usados no tratamento de intoxicações,2944.17
2015-03,Centro,Sangue,1783326.75
2015-04,Norte,Aparelho cardiovascular,6708248.28
2015-04,Algarve,Aparelho digestivo,97779.24
2015-04,Norte,Aparelho digestivo,960428.86
2015-04,Lisboa,Aparelho geniturinário,605192.95
2015-04,Norte,Aparelho locomotor,1501629.97
2015-04,Lisboa,Aparelho respiratório,2503392.58
2015-04,Algarve,Medicação antialérgica,20615.29
2015-04,Norte,Medicação antialérgica,156552.14
2015-04,Alentejo,Medicamentos antineoplásicos e imunomoduladores,32200.22
2015-04,Alentejo,Medicamentos usados em afecções cutâneas,28169.19
2015-04,Algarve,Medicamentos usados em afecções cutâneas,39187.94
2015-04,Centro,Medicamentos usados em afecções cutâneas,225812.52
2015-04,Norte,Medicamentos usados em afecções cutâneas,350200.96
2015-04,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,122747.54
2015-04,Alentejo,Nutrição e metabolismo,1780.19
2015-04,Alentejo,Vacinas e imunoglobulinas,1223.45
2015-04,Centro,Vacinas e imunoglobulinas,13519.68
2015-05,Alentejo,Aparelho cardiovascular,1183193.31
2015-05,Lisboa,Aparelho respiratório,2494662.79
2015-05,Norte,Aparelho respiratório,2305572.53
2015-05,Norte,Correctivos da volémia e das alterações electrolíticas,2088.41
2015-05,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7094174.42
2015-05,Alentejo,Medicação antialérgica,32617.96
2015-05,Centro,Medicamentos usados em afecções cutâneas,235625.12
2015-05,Centro,Medicamentos usados em afecções oculares,637160.3
2015-05,Lisboa,Medicamentos usados em afecções oculares,945962.21
2015-05,Algarve,Medicamentos usados em afecções otorrinolaringológicas,8333.28
2015-05,Alentejo,Medicamentos usados no tratamento de intoxicações,6794.83
2015-05,Lisboa,Nutrição e metabolismo,18003.64
2015-05,Alentejo,Sistema nervoso central,1065421.99
2015-05,Lisboa,Sistema nervoso central,7861490.12
2015-06,Algarve,Aparelho cardiovascular,921463.19
2015-06,Lisboa,Aparelho digestivo,1000376.46
2015-06,Norte,Aparelho digestivo,947496.85
2015-06,Alentejo,Aparelho geniturinário,96454.88
2015-06,Norte,Aparelho geniturinário,595946.28
2015-06,Lisboa,Aparelho locomotor,1565818.13
2015-06,Norte,Aparelho locomotor,1454131.16
2015-06,Alentejo,Correctivos da volémia e das alterações electrolíticas,583.32
2015-06,Norte,Correctivos da volémia e das alterações electrolíticas,2381.25
2015-06,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,846039.63
2015-06,Alentejo,Medicamentos usados em afecções cutâneas,30687.53
2015-06,Algarve,Medicamentos usados em afecções cutâneas,41765.05
2015-06,Alentejo,Medicamentos usados em afecções oculares,102702.79
2015-06,Centro,Medicamentos usados em afecções oculares,650803.85
2015-06,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,7913.11
2015-06,Algarve,Medicamentos usados em afecções otorrinolaringológicas,6102.96
2015-06,Alentejo,Nutrição e metabolismo,1690.34
2015-06,Norte,Nutrição e metabolismo,11782.5
2015-07,Centro,Aparelho cardiovascular,6306649.18
2015-07,Centro,Aparelho digestivo,703673.22
2015-07,Norte,Aparelho geniturinário,657969.5
2015-07,Alentejo,Medicação antialérgica,19251.91
2015-07,Algarve,Medicação antialérgica,17605.28
2015-07,Lisboa,Medicação antialérgica,168933.38
2015-07,Alentejo,Medicamentos anti-infecciosos,149104.63
2015-07,Lisboa,Medicamentos usados em afecções cutâneas,399063.55
2015-07,Alentejo,Medicamentos usados no tratamento de intoxicações,4227.63
2015-07,Lisboa,Medicamentos usados no tratamento de intoxicações,36423.5
2015-07,Norte,Medicamentos usados no tratamento de intoxicações,5325.09
2015-07,Centro,Nutrição e metabolismo,12974.54
2015-07,Centro,Sangue,2065008.91
2015-08,Alentejo,Aparelho cardiovascular,1129067.49
2015-08,Norte,Aparelho respiratório,2065784.5
2015-08,Alentejo,Medicamentos antineoplásicos e imunomoduladores,31069.27
2015-08,Centro,Medicamentos usados em afecções cutâneas,214004.91
2015-08,Algarve,Medicamentos usados em afecções oculares,85383.73
2015-08,Norte,Medicamentos usados em afecções oculares,620190.21
2015-08,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,5821.14
2015-08,Algarve,Medicamentos usados em afecções otorrinolaringológicas,6045.62
2015-08,Norte,Medicamentos usados em afecções otorrinolaringológicas,37662.25
2015-08,Alentejo,Medicamentos usados no tratamento de intoxicações,4364.29
2015-08,Lisboa,Nutrição e metabolismo,26434.38
2015-08,Alentejo,Sangue,263248.87
2015-08,Algarve,Sangue,263002.36
2015-08,Algarve,Vacinas e imunoglobulinas,4937.12
2015-09,Centro,Aparelho cardiovascular,5950659.34
2015-09,Norte,Aparelho cardiovascular,6649521.31
2015-09,Centro,Aparelho digestivo,675322.49
2015-09,Norte,Aparelho digestivo,995366.79
2015-09,Lisboa,Aparelho geniturinário,604052.05
2015-09,Norte,Aparelho locomotor,1457310.24
2015-09,Alentejo,Aparelho respiratório,236469.13
2015-09,Centro,Aparelho respiratório,1564331.03
2015-09,Lisboa,Aparelho respiratório,2366901.53
2015-09,Norte,Aparelho respiratório,2281177.77
2015-09,Algarve,Correctivos da volémia e das alterações electrolíticas,134.81
2015-09,Norte,Correctivos da volémia e das alterações electrolíticas,2226.98
2015-09,Lisboa,Medicação antialérgica,168414.51
2015-09,Alentejo,Medicamentos anti-infecciosos,139185.2
2015-09,Centro,Medicamentos usados em afecções oculares,655592.99
2015-09,Algarve,Medicamentos usados em afecções otorrinolaringológicas,6911.64
2015-09,Algarve,Medicamentos usados no tratamento de intoxicações,6363.21
2015-09,Lisboa,Medicamentos usados no tratamento de intoxicações,45104.11
2015-09,Norte,Medicamentos usados no tratamento de intoxicações,3988.01
2015-09,Norte,Nutrição e metabolismo,30522.96
2015-09,Alentejo,Sangue,284199.73
2015-09,Lisboa,Sangue,2339134.51
2015-09,Centro,Vacinas e imunoglobulinas,36145.41
2015-10,Alentejo,Aparelho digestivo,145871.14
2015-10,Algarve,Aparelho geniturinário,88121.69
2015-10,Lisboa,Aparelho geniturinário,655709.53
2015-10,Norte,Aparelho geniturinário,655088.46
2015-10,Alentejo,Aparelho respiratório,271156.54
2015-10,Algarve,Aparelho respiratório,223034.49
2015-10,Lisboa,Correctivos da volémia e das alterações electrolíticas,3771.6
2015-10,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1018297.4
2015-10,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7607991.14
2015-10,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7754170.33
2015-10,Algarve,Medicamentos anti-infecciosos,152328.4
2015-10,Centro,Medicamentos antineoplásicos e imunomoduladores,180995.98
2015-10,Alentejo,Medicamentos usados em afecções oculares,105800.63
2015-10,Centro,Medicamentos usados em afecções oculares,695090.75
2015-10,Centro,Medicamentos usados no tratamento de intoxicações,18819.63
2015-10,Lisboa,Medicamentos usados no tratamento de intoxicações,34940.46
2015-10,Centro,Nutrição e metabolismo,29635.44
2015-10,Algarve,Sangue,266583.55
2015-10,Alentejo,Vacinas e imunoglobulinas,20497.43
2015-11,Algarve,Aparelho digestivo,105867.67
2015-11,Centro,Aparelho digestivo,699722.53
2015-11,Lisboa,Aparelho geniturinário,621843.91
2015-11,Algarve,Aparelho respiratório,225631.51
2015-11,Norte,Aparelho respiratório,2470089.73
2015-11,Algarve,Correctivos da volémia e das alterações electrolíticas,179.81
2015-11,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,859844.37
2015-11,Algarve,Medicação antialérgica,17641.6
2015-11,Lisboa,Medicação antialérgica,195191.16
2015-11,Algarve,Medicamentos anti-infecciosos,150518.86
2015-11,Norte,Medicamentos anti-infecciosos,1223593.93
2015-11,Algarve,Medicamentos antineoplásicos e imunomoduladores,31584.26
2015-11,Alentejo,Medicamentos usados em afecções oculares,103255.91
2015-11,Algarve,Medicamentos usados em afecções oculares,81297.61
2015-11,Centro,Medicamentos usados em afecções oculares,662122.92
2015-11,Lisboa,Medicamentos usados em afecções oculares,967701.79
2015-11,Algarve,Medicamentos usados em afecções otorrinolaringológicas,7277.43
2015-11,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,123745.09
2015-11,Norte,Medicamentos usados no tratamento de intoxicações,3601.27
2015-11,Lisboa,Nutrição e metabolismo,42785.77
2015-11,Lisboa,Sangue,2469051.21
2015-12,Alentejo,Aparelho digestivo,142848.53
2015-12,Alentejo,Aparelho geniturinário,94440.49
2015-12,Algarve,Aparelho geniturinário,84898.63
2015-12,Centro,Aparelho geniturinário,567537.64
2015-12,Alentejo,Aparelho locomotor,186127.35
2015-12,Lisboa,Aparelho respiratório,2849088.07
2015-12,Centro,Correctivos da volémia e das alterações electrolíticas,3402.98
2015-12,Lisboa,Correctivos da volémia e das alterações electrolíticas,3220.91
2015-12,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5991723.64
2015-12,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7669736.92
2015-12,Algarve,Medicação antialérgica,19623.39
2015-12,Centro,Medicamentos antineoplásicos e imunomoduladores,177850.1
2015-12,Centro,Medicamentos usados em afecções cutâneas,218169.35
2015-12,Alentejo,Medicamentos usados em afecções oculares,102963.22
2015-12,Algarve,Medicamentos usados em afecções oculares,80676.15
2015-12,Lisboa,Medicamentos usados em afecções oculares,985859.67
2015-12,Lisboa,Medicamentos usados no tratamento de intoxicações,42539.36
2015-12,Norte,Sistema nervoso central,6250311.01
2015-12,Centro,Vacinas e imunoglobulinas,60131.48
2015-12,Norte,Vacinas e imunoglobulinas,103463.14
2016-01,Algarve,Aparelho digestivo,101716.25
2016-01,Centro,Aparelho digestivo,695308.01
2016-01,Alentejo,Aparelho locomotor,177267.51
2016-01,Alentejo,Aparelho respiratório,283683.49
2016-01,Lisboa,Medicamentos anti-infecciosos,1642118.33
2016-01,Norte,Medicamentos anti-infecciosos,1374777.72
2016-01,Alentejo,Medicamentos antineoplásicos e imunomoduladores,30822.39
2016-01,Lisboa,Medicamentos usados em afecções cutâneas,341234.4
2016-01,Alentejo,Medicamentos usados em afecções oculares,96847.71
2016-01,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,9741.13
2016-01,Algarve,Medicamentos usados em afecções otorrinolaringológicas,7983.25
2016-01,Norte,Medicamentos usados em afecções otorrinolaringológicas,59384.2
2016-01,Algarve,Medicamentos usados no tratamento de intoxicações,7037.73
2016-01,Norte,Medicamentos usados no tratamento de intoxicações,3803.77
2016-01,Norte,Sangue,2031103.22
2016-01,Algarve,Sistema nervoso central,739034.52
2016-01,Algarve,Vacinas e imunoglobulinas,5795.92
2016-01,Norte,Vacinas e imunoglobulinas,59307.34
2016-02,Centro,Aparelho cardiovascular,5606124.18
2016-02,Norte,Aparelho cardiovascular,6321494.06
2016-02,Centro,Aparelho digestivo,678627.71
2016-02,Lisboa,Aparelho digestivo,1028394.04
2016-02,Algarve,Aparelho geniturinário,81346.07
2016-02,Alentejo,Aparelho locomotor,188013.34
2016-02,Algarve,Aparelho locomotor,172823.27
2016-02,Centro,Correctivos da volémia e das alterações electrolíticas,3232.71
2016-02,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7246080.28
2016-02,Norte,Medicamentos anti-infecciosos,1347095.4
2016-02,Centro,Medicamentos usados em afecções cutâneas,210478.39
2016-02,Norte,Medicamentos usados em afecções cutâneas,319074.79
2016-02,Lisboa,Nutrição e metabolismo,49624.98
2016-02,Norte,Sangue,2053514.09
2016-02,Algarve,Sistema nervoso central,720164.95
2016-02,Alentejo,Vacinas e imunoglobulinas,2461.5
2016-02,Centro,Vacinas e imunoglobulinas,26308.52
2016-02,Lisboa,Vacinas e imunoglobulinas,54849.53
2016-03,Centro,Aparelho cardiovascular,5971093.58
2016-03,Lisboa,Aparelho locomotor,1610504.37
2016-03,Norte,Aparelho locomotor,1490787.67
2016-03,Algarve,Correctivos da volémia e das alterações electrolíticas,193.76
2016-03,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7691068.32
2016-03,Algarve,Medicação antialérgica,22708.32
2016-03,Lisboa,Medicação antialérgica,234351.95
2016-03,Algarve,Medicamentos anti-infecciosos,178858.7
2016-03,Norte,Medicamentos anti-infecciosos,1502476.79
2016-03,Centro,Medicamentos usados em afecções cutâneas,220584.49
2016-03,Algarve,Medicamentos usados em afecções oculares,80874.63
2016-03,Norte,Medicamentos usados em afecções oculares,667035.06
2016-03,Lisboa,Medicamentos usados no tratamento de intoxicações,32209.36
2016-03,Centro,Sangue,2288398.28
2016-03,Norte,Sangue,2197446.3
2016-03,Algarve,Sistema nervoso central,791312.62
2016-03,Norte,Sistema nervoso central,6100807.86
2016-03,Alentejo,Vacinas e imunoglobulinas,2229.17
2016-03,Norte,Vacinas e imunoglobulinas,37247.64
2016-04,Alentejo,Aparelho cardiovascular,1190791.1
2016-04,Algarve,Aparelho cardiovascular,913357.04
2016-04,Algarve,Aparelho digestivo,107465.36
2016-04,Lisboa,Aparelho digestivo,1061943.0
2016-04,Algarve,Aparelho respiratório,229066.64
2016-04,Lisboa,Correctivos da volémia e das alterações electrolíticas,3306.21
2016-04,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1000342.57
2016-04,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7543920.47
2016-04,Algarve,Medicação antialérgica,21479.73
2016-04,Alentejo,Medicamentos antineoplásicos e imunomoduladores,33307.58
2016-04,Norte,Medicamentos antineoplásicos e imunomoduladores,264302.57
2016-04,Centro,Medicamentos usados em afecções cutâneas,215624.42
2016-04,Lisboa,Medicamentos usados em afecções cutâneas,347613.69
2016-04,Lisboa,Medicamentos usados em afecções oculares,966904.56
2016-04,Centro,Medicamentos usados no tratamento de intoxicações,17544.94
2016-04,Lisboa,Medicamentos usados no tratamento de intoxicações,31083.45
2016-04,Norte,Nutrição e metabolismo,61832.02
2016-04,Algarve,Sangue,291073.82
2016-04,Lisboa,Sistema nervoso central,7350310.23
2016-05,Centro,Aparelho digestivo,730808.48
2016-05,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1016799.71
2016-05,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5875884.2
2016-05,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7664192.76
2016-05,Algarve,Medicação antialérgica,23600.95
2016-05,Centro,Medicamentos anti-infecciosos,918586.16
2016-05,Centro,Medicamentos antineoplásicos e imunomoduladores,173175.15
2016-05,Lisboa,Medicamentos antineoplásicos e imunomoduladores,320968.06
2016-05,Norte,Medicamentos antineoplásicos e imunomoduladores,264270.94
2016-05,Algarve,Medicamentos usados em afecções cutâneas,40238.15
2016-05,Lisboa,Nutrição e metabolismo,67565.88
2016-05,Alentejo,Sangue,345207.24
2016-05,Centro,Sangue,2334869.82
2016-05,Alentejo,Sistema nervoso central,1063607.58
2016-05,Algarve,Vacinas e imunoglobulinas,3042.25
2016-06,Alentejo,Aparelho cardiovascular,1154811.69
2016-06,Centro,Aparelho cardiovascular,5662518.64
2016-06,Algarve,Aparelho digestivo,108434.4
2016-06,Centro,Aparelho locomotor,1156381.04
2016-06,Algarve,Aparelho respiratório,212109.08
2016-06,Lisboa,Correctivos da volémia e das alterações electrolíticas,3741.2
2016-06,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,906634.4
2016-06,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7448103.33
2016-06,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7482639.46
2016-06,Alentejo,Medicação antialérgica,27218.41
2016-06,Centro,Medicação antialérgica,115100.61
2016-06,Lisboa,Medicação antialérgica,212373.23
2016-06,Lisboa,Medicamentos anti-infecciosos,1274190.34
2016-06,Lisboa,Medicamentos usados em afecções cutâneas,344303.54
2016-06,Centro,Medicamentos usados em afecções oculares,657961.84
2016-06,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,8931.74
2016-06,Algarve,Nutrição e metabolismo,5719.54
2016-06,Centro,Sangue,2365694.65
2016-06,Algarve,Sistema nervoso central,775920.7
2016-06,Centro,Vacinas e imunoglobulinas,18910.47
2016-07,Lisboa,Aparelho cardiovascular,7670821.64
2016-07,Alentejo,Aparelho digestivo,130502.02
2016-07,Alentejo,Aparelho respiratório,243418.98
2016-07,Centro,Aparelho respiratório,1524940.89
2016-07,Lisboa,Aparelho respiratório,2381400.04
2016-07,Centro,Correctivos da volémia e das alterações electrolíticas,3594.27
2016-07,Norte,Correctivos da volémia e das alterações electrolíticas,2479.36
2016-07,Centro,Medicamentos anti-infecciosos,793087.21
2016-07,Lisboa,Medicamentos anti-infecciosos,1230782.45
2016-07,Alentejo,Medicamentos antineoplásicos e imunomoduladores,32060.85
2016-07,Lisboa,Medicamentos antineoplásicos e imunomoduladores,313814.22
2016-07,Norte,Medicamentos usados em afecções cutâneas,336893.23
2016-07,Centro,Medicamentos usados em afecções oculares,661574.58
2016-07,Lisboa,Medicamentos usados em afecções oculares,990566.25
2016-07,Alentejo,Medicamentos usados no tratamento de intoxicações,333.8
2016-07,Norte,Nutrição e metabolismo,61924.31
2016-07,Lisboa,Sangue,2962772.43
2016-07,Norte,Sangue,2332044.21
2016-07,Lisboa,Sistema nervoso central,7511096.92
2016-07,Centro,Vacinas e imunoglobulinas,20872.4
2016-08,Algarve,Aparelho cardiovascular,915951.81
2016-08,Centro,Aparelho digestivo,693586.17
2016-08,Centro,Aparelho locomotor,1108836.12
2016-08,Centro,Aparelho respiratório,1502271.42
2016-08,Alentejo,Correctivos da volémia e das alterações electrolíticas,629.68
2016-08,Algarve,Medicação antialérgica,19571.86
2016-08,Alentejo,Medicamentos anti-infecciosos,144434.25
2016-08,Algarve,Medicamentos anti-infecciosos,202528.61
2016-08,Algarve,Medicamentos antineoplásicos e imunomoduladores,36470.58
2016-08,Norte,Medicamentos usados em afecções cutâneas,296980.07
2016-08,Centro,Medicamentos usados em afecções otorrinolaringológicas,31858.82
2016-08,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,63341.08
2016-08,Alentejo,Medicamentos usados no tratamento de intoxicações,294.29
2016-08,Norte,Medicamentos usados no tratamento de intoxicações,3184.49
2016-08,Alentejo,Nutrição e metabolismo,5470.33
2016-08,Algarve,Nutrição e metabolismo,5108.61
2016-08,Algarve,Sistema nervoso central,815470.08
2016-09,Centro,Aparelho cardiovascular,5723192.41
2016-09,Alentejo,Aparelho digestivo,136331.66
2016-09,Centro,Aparelho digestivo,718679.78
2016-09,Lisboa,Aparelho digestivo,1031114.45
2016-09,Norte,Aparelho geniturinário,629438.56
2016-09,Alentejo,Aparelho locomotor,190381.66
2016-09,Alentejo,Aparelho respiratório,241165.58
2016-09,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7394425.48
2016-09,Alentejo,Medicação antialérgica,19485.95
2016-09,Centro,Medicação antialérgica,91799.68
2016-09,Norte,Medicação antialérgica,129709.04
2016-09,Norte,Medicamentos usados em afecções cutâneas,309702.41
2016-09,Centro,Nutrição e metabolismo,43475.57
2016-09,Norte,Nutrição e metabolismo,61253.88
2016-09,Algarve,Vacinas e imunoglobulinas,4020.05
2016-10,Algarve,Aparelho cardiovascular,872402.53
2016-10,Lisboa,Aparelho digestivo,1063544.01
2016-10,Norte,Aparelho digestivo,1052151.42
2016-10,Lisboa,Aparelho geniturinário,628311.18
2016-10,Norte,Aparelho locomotor,1402137.98
2016-10,Centro,Aparelho respiratório,1701052.9
2016-10,Alentejo,Medicação antialérgica,23364.87
2016-10,Algarve,Medicação antialérgica,18794.4
2016-10,Lisboa,Medicamentos anti-infecciosos,1304918.63
2016-10,Norte,Medicamentos anti-infecciosos,1197825.35
2016-10,Lisboa,Medicamentos antineoplásicos e imunomoduladores,317139.65
2016-10,Norte,Medicamentos antineoplásicos e imunomoduladores,256945.92
2016-10,Algarve,Medicamentos usados em afecções otorrinolaringológicas,6805.14
2016-10,Norte,Medicamentos usados em afecções otorrinolaringológicas,59513.86
2016-10,Centro,Medicamentos usados no tratamento de intoxicações,9938.69
2016-10,Lisboa,Nutrição e metabolismo,71113.82
2016-10,Algarve,Sangue,334198.03
2016-10,Alentejo,Sistema nervoso central,1047854.95
2016-10,Norte,Sistema nervoso central,6186495.83
2016-11,Algarve,Aparelho digestivo,103438.52
2016-11,Lisboa,Aparelho geniturinário,641835.32
2016-11,Norte,Aparelho geniturinário,648806.37
2016-11,Algarve,Aparelho locomotor,168674.11
2016-11,Centro,Aparelho respiratório,1749399.87
2016-11,Alentejo,Correctivos da volémia e das alterações electrolíticas,695.31
2016-11,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6014116.48
2016-11,Alentejo,Medicação antialérgica,24774.6
2016-11,Algarve,Medicamentos anti-infecciosos,149010.12
2016-11,Alentejo,Medicamentos antineoplásicos e imunomoduladores,28841.89
2016-11,Lisboa,Medicamentos usados em afecções oculares,965714.82
2016-11,Alentejo,Nutrição e metabolismo,6684.65
2016-11,Centro,Vacinas e imunoglobulinas,122879.83
2016-12,Centro,Aparelho digestivo,715802.67
2016-12,Lisboa,Aparelho digestivo,1051350.98
2016-12,Lisboa,Aparelho geniturinário,627499.25
2016-12,Lisboa,Aparelho locomotor,1407403.53
2016-12,Norte,Aparelho locomotor,1294265.88
2016-12,Norte,Aparelho respiratório,2797804.89
2016-12,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5917209.77
2016-12,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7606663.03
2016-12,Lisboa,Medicamentos antineoplásicos e imunomoduladores,287927.47
2016-12,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,10569.71
2016-12,Alentejo,Medicamentos usados no tratamento de intoxicações,1643.6
2016-12,Norte,Medicamentos usados no tratamento de intoxicações,1931.31
2016-12,Alentejo,Nutrição e metabolismo,5871.83
2016-12,Algarve,Nutrição e metabolismo,6543.57
2016-12,Algarve,Sangue,326548.54
2017-01,Alentejo,Aparelho locomotor,180065.86
2017-01,Centro,Aparelho locomotor,1088654.7
2017-01,Alentejo,Aparelho respiratório,308633.25
